4.651596371564525434e+00,1.433672192350307073e+00,3.588750000000000107e+00,9.297989148690428696e-01
7.776927468706441360e+00,-2.588873259402680649e+00,2.269501179687499981e+00,3.338115722955556031e+00
5.942101745932698798e+00,-1.191471567276138011e+00,2.549999999999999822e+00,-2.596867963194902540e+00
3.642581250000000104e+00,-3.200806250000000297e+00,6.183785125186194165e+00,1.280671839370625786e+00
9.894431249999999789e-01,-4.600296608460283210e+00,0.000000000000000000e+00,-4.026945312500000540e+00
-1.715814088983305563e+00,-4.629064687500000552e+00,-1.285634551853146457e+00,-3.180588001028228362e-01
0.000000000000000000e+00,-2.985573494921874849e-01,4.641675353906250301e+00,-3.987499999999999822e+00
2.982374999999999776e+00,-4.580570156250000302e+00,0.000000000000000000e+00,-1.887875000000000192e+00
4.672621875000000813e+00,-2.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.741527410799217801e+00,-2.750000000000000000e+00,4.770426573349632271e+00,-3.503283871627607571e+00
-4.763629416931316918e+00,-6.794271522656250006e+00,2.277941799349021856e+00,-2.750000000000000000e+00
-5.320334440299884449e+00,-7.361550672656249183e+00,-2.584992090785893204e+00,-5.301135373311945287e+00
4.430729531249999908e+00,0.000000000000000000e+00,1.650000000000000133e+00,-3.424963437500000651e+00
0.000000000000000000e+00,-1.458141996093750281e+00,1.568654140625000082e+00,0.000000000000000000e+00
9.556250000000000577e-01,0.000000000000000000e+00,2.833947680398785973e+00,0.000000000000000000e+00
-5.500733702335935948e-01,-2.906337499999999796e+00,3.404115067116521676e+00,-2.405822246670605402e+00
-6.685246365022614157e+00,-6.822750623885391441e+00,-5.598662565153952109e+00,-6.288005538632813085e+00
-7.128183033506751975e+00,-7.208260285445626359e+00,-8.452347031250001308e+00,-7.144671158812937684e+00
4.364662499999999667e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.750000000000000000e+00
3.910670027338444932e+00,-2.455877187500000058e+00,1.994750632556127279e+00,-2.538515735937500128e+00
3.422263898583105757e+00,-1.823466232988154800e+00,3.863734639829358830e+00,-3.125375000000000014e+00
-1.117310700501434084e+01,-4.186875000000000568e+00,-4.092357678072140459e-01,0.000000000000000000e+00
-3.921824094620864010e+00,-5.788976974742876536e+00,-4.746474170770308199e+00,-8.608176343388644014e+00
-3.315248163902343670e+00,-2.321568124999999760e+00,8.516347640625001603e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.300429179799061252e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.828200630742188082e+00
8.852279241543528077e-01,-2.739941205077142339e+00,1.262299840919352878e+00,0.000000000000000000e+00
-5.531329745995225089e+00,-4.770862421874999981e+00,4.802094472656250446e+00,-8.452167151997155514e+00
5.771880468750003601e-01,-7.762988060087480768e+00,2.257809792523339709e+01,-1.380496769137642943e+01
0.000000000000000000e+00,-9.811727413962891831e+00,1.375000000000000178e+01,-8.556174374999999444e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.501283785356702261e+00,0.000000000000000000e+00,-6.827639843749999660e-01,-1.264673152244433663e+00
1.613977641307082678e+01,-3.922941740760302665e+00,4.235061802951998189e+00,-2.864864174218750392e+00
6.647746266681737737e+00,-5.398559806835938168e+00,-3.031875000000000320e+00,-1.595686855468749554e+00
2.478129423054609859e+01,-2.750000000000000000e+00,0.000000000000000000e+00,3.522085322695387433e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
