time, x, y, action, reward 
0, 0, 0, 0, 3
1, 0, 1, 3, -2
2, 0, 1, 0, 3
3, 0, 2, 0, 3
4, 0, 3, 2, 3
5, 1, 3, 0, 3
6, 1, 4, 2, 3
7, 2, 4, 2, -10
8, 3, 4, 1, -10
9, 3, 4, 2, 3
10, 4, 4, 3, -5
11, 3, 4, 2, 3
12, 4, 4, 1, -5
13, 4, 3, 1, -5
14, 4, 2, 0, 3
15, 4, 3, 1, -5
16, 4, 2, 0, 3
17, 4, 3, 3, -10
18, 4, 3, 3, -10
19, 3, 3, 0, -10
20, 4, 4, 3, -10
21, 3, 4, 0, -10
22, 4, 4, 2, 3
23, 5, 4, 0, 25
