time, x, y, action, reward 
0, 0, 0, 0, 3
1, 0, 1, 0, 3
2, 0, 2, 3, -2
3, 0, 2, 0, 3
4, 0, 3, 3, -2
5, 0, 3, 2, 3
6, 1, 3, 2, 3
7, 2, 3, 2, 3
8, 3, 3, 0, -10
9, 3, 3, 0, -10
10, 3, 4, 1, -5
11, 3, 3, 1, -5
12, 3, 2, 0, 3
13, 3, 3, 2, 3
14, 4, 3, 2, 3
15, 5, 3, 1, -5
16, 5, 2, 1, -5
17, 5, 1, 0, 3
18, 5, 2, 2, -2
19, 5, 2, 0, 3
20, 5, 3, 1, -5
21, 5, 2, 2, -2
22, 5, 2, 2, -2
23, 5, 2, 2, -2
24, 5, 2, 3, -5
