time, x, y, action, reward 
0, 0, 0, 0, 3
1, 0, 1, 0, 3
2, 0, 2, 0, 3
3, 0, 3, 3, -2
4, 0, 3, 3, -2
5, 0, 3, 3, -2
6, 0, 3, 0, 3
7, 0, 4, 0, 3
8, 0, 5, 3, -2
9, 0, 5, 3, -2
10, 0, 5, 3, -2
11, 0, 5, 2, 3
12, 1, 5, 2, 3
13, 2, 5, 0, -2
14, 2, 5, 0, -2
15, 2, 5, 3, -5
16, 1, 5, 2, 3
17, 2, 5, 1, -10
18, 2, 4, 2, 3
19, 3, 4, 2, 3
20, 4, 4, 2, 3
21, 5, 4, 0, 25
