time, x, y, action, reward 
0, 0, 0, 0, 3
1, 0, 1, 0, 3
2, 0, 2, 0, 3
3, 0, 3, 0, 3
4, 0, 4, 0, 3
5, 0, 5, 2, 3
6, 1, 5, 2, 3
7, 2, 5, 3, -5
8, 1, 5, 2, 3
9, 2, 5, 3, -5
10, 1, 5, 2, 3
11, 2, 5, 3, -5
12, 1, 5, 2, 3
13, 2, 5, 0, -2
14, 2, 5, 0, -2
15, 2, 5, 3, -5
16, 1, 5, 2, 3
17, 2, 5, 3, -5
18, 1, 5, 2, 3
19, 2, 5, 3, -5
20, 1, 5, 2, 3
21, 2, 5, 2, 3
22, 3, 5, 2, 3
23, 4, 5, 2, 25
